시간,홈,득점,실점,슈팅,유효슈팅,볼점유율,코너킥,프리킥,오프사이드,파울,경고,퇴장,원정,득점,실점 ,슈팅,유효슈팅,볼점유율,코너킥,프리킥,오프사이드,파울,경고,퇴장
2023-01-16 0:00,뉴캐슬,1,1,9,1,52%,4,14,1,13,3,0,왓포드,1,1,7,4,48%,6,14,1,13,2,0
2023-01-16 0:00,노리치,2,1,3,2,42%,8,15,3,12,3,0,에버턴,1,2,5,4,58%,8,14,1,14,1,0
2023-01-16 0:00,울버햄튼 ,3,1,5,4,52%,2,14,2,13,2,0,사우샘프턴,1,3,6,4,48%,10,15,1,13,3,0
2023-01-16 2:30,아스톤 빌라,2,2,12,9,55%,3,14,1,8,1,0,맨유,2,2,10,6,45%,6,9,1,13,2,0
2023-01-16 23:00,리버풀,3,0,16,10,68%,9,11,2,5,0,0,브렌트포드,0,3,5,2,32%,0,7,7,4,1,0
2023-01-16 23:00,웨스트햄,2,3,10,4,46%,4,10,1,7,3,0,리즈,3,2,9,6,54%,3,8,1,9,2,0
2023-01-19 5:00,브라이튼,1,1,4,1,43%,5,5,1,8,1,0,첼시,1,1,6,3,57%,7,9,0,5,2,0
2023-01-20 4:30,레스터 ,2,3,9,4,43%,3,12,1,6,1,0,토트넘,3,2,19,10,57%,8,7,0,12,2,0
2023-01-20 5:00,브렌트포드,1,3,11,8,44%,6,9,3,7,0,0,맨유,3,1,7,5,56%,9,10,0,9,0,0
2023-01-22 5:00,왓포드,0,3,10,4,68%,5,12,1,16,1,1,노리치,3,0,3,2,32%,1,17,1,11,1,0
2023-01-22 21:30,에버턴,0,1,8,2,49%,9,17,3,14,5,0,아스톤 빌라,1,0,8,3,51%,2,17,1,16,4,0
2023-01-23 0:00,브렌트포드,1,2,3,1,50%,6,11,0,6,2,0,울버햄튼,2,1,4,2,50%,3,6,4,7,3,0
2023-01-23 0:00,리즈,0,1,5,3,62%,6,8,0,9,4,0,뉴캐슬,1,0,7,4,38%,7,9,0,8,2,0
2023-01-23 0:00,맨유,1,0,11,3,57%,3,9,4,9,1,0,웨스트햄,0,1,3,1,43%,3,13,1,8,1,0
2023-01-23 2:30,사우샘스턴,1,1,4,3,26%,2,5,2,13,3,0,맨시티,1,1,12,6,74%,11,15,0,5,0,0
2023-01-23 23:00,아스널,0,0,11,6,71%,12,10,0,9,0,0,번리,0,0,5,1,29%,4,9,2,8,2,0
2023-01-23 23:00,팰리스,1,3,7,5,43%,2,12,5,12,4,0,리버풀,3,1,10,6,57%,5,17,2,10,1,0
2023-01-23 23:00,레스터 ,1,1,5,3,43%,4,10,3,5,0,0,브라이튼,1,1,7,4,57%,5,8,3,7,1,0
2023-01-24 1:30,첼시,2,0,12,6,66%,10,15,0,17,2,0,토트넘,2,0,3,3,34%,3,17,1,14,1,0
2023-02-06 3:00,번리,0,0,9,2,55%,4,9,3,16,1,0,왓포드,0,2,8,5,45%,7,19,0,9,2,0
2023-02-09 4:45,웨스트햄,1,0,7,3,64%,5,7,3,1,1,0,왓포드,0,1,5,1,36%,6,4,1,6,0,0
2023-02-09 4:45,뉴캐슬,3,1,15,9,39%,6,14,1,13,2,0,에버턴,1,3,6,3,61%,2,14,1,13,3,0
2023-02-09 5:00,번리,1,1,5,3,38%,2,11,2,11,2,0,맨유,1,1,12,6,62%,10,13,1,10,1,0
2023-02-10 4:45,노리치,1,1,1,1,42%,4,18,1,11,1,0,팰리스,1,1,6,4,58%,6,12,3,15,2,0
2023-02-10 4:45,토트넘,2,3,6,4,46%,2,14,3,7,2,0,사우샘프턴,3,2,15,8,54%,8,10,1,13,3,0
2023-02-10 4:45,맨시티,2,0,12,6,74%,9,23,2,7,0,0,브렌트포드,0,2,3,2,26%,3,9,10,13,0,0
2023-02-10 5:00,아스톤 빌라,3,3,9,5,39%,6,11,1,11,2,1,리즈,3,3,10,7,61%,11,12,2,9,3,0
2023-02-11 4:45,울버햄튼,0,1,9,3,58%,7,15,1,12,2,0,아스널,1,0,4,2,42%,4,13,2,13,4,1
2023-02-11 4:45,리버풀,2,0,20,12,70%,7,11,3,11,1,0,레스터,0,2,3,1,30%,6,14,4,7,0,0
2023-02-12 21:30,맨유,1,1,8,7,51%,1,14,7,12,4,0,사우샘프턴,1,1,12,4,49%,4,19,1,13,0,0
2023-02-13,브렌트포드,0,0,6,2,43%,3,10,0,10,1,0,팰리스,0,0,6,4,57%,9,10,0,10,0,0
2023-02-13 0:00,에버턴,3,0,8,7,44%,5,10,1,7,1,0,리즈,0,3,3,1,56%,3,8,0,10,1,0
2023-02-13 0:00,왓포드,0,2,6,2,36%,4,10,1,16,3,0,브라이튼,2,0,8,6,64%,5,17,1,9,2,0
2023-02-13 2:30,노리치,0,4,7,3,26%,4,10,2,7,0,0,맨시티,4,0,14,8,74%,12,9,2,8,2,0
2023-02-13 23:00,번리,0,1,7,5,33%,5,9,7,7,0,0,리버풀,1,0,6,3,67%,8,14,3,6,1,0
2023-02-13 23:00,뉴캐슬,1,0,6,2,38%,3,17,3,22,3,0,아스톤 빌라,0,1,6,2,62%,6,25,2,15,4,0
2023-02-13 23:00,토트넘,0,2,14,8,59%,7,14,3,13,3,0,울버햄튼,2,0,6,5,41%,3,16,1,13,1,0
2023-02-14 1:30,레스터 ,2,2,10,2,56%,5,9,0,10,1,0,웨스트햄,2,2,5,3,44%,4,10,0,9,2,0
2023-02-16 5:15,맨유,2,0,12,7,50%,10,11,1,8,3,0,브라이튼,0,2,8,4,50%,2,9,1,10,2,1
2023-02-19 21:30,웨스트햄,1,1,5,3,47%,3,7,2,3,3,0,뉴캐슬,1,1,7,2,53%,7,5,1,7,3,0
2023-02-20 0:00,아스널,2,1,13,8,67%,14,7,1,10,1,0,브렌트포드,1,2,2,2,33%,0,11,2,5,1,0
2023-02-20 0:00,아스톤 빌라,0,1,12,3,58%,10,7,0,12,1,0,왓포드,1,0,7,4,42%,5,12,0,7,3,0
2023-02-20 0:00,브라이튼,0,3,3,0,68%,4,15,1,12,1,0,번리,3,0,5,5,32%,4,13,3,12,4,0
2023-02-20 0:00,팰리스,0,1,5,0,41%,4,23,1,4,1,0,첼시,1,0,7,4,59%,4,5,3,20,3,0
2023-02-20 0:00,리버풀,3,1,15,6,68%,8,13,1,4,0,0,노리치,1,3,5,2,32%,4,8,5,8,1,0
2023-02-20 0:00,사우샘스턴,2,0,13,9,58%,4,11,4,6,0,0,에버턴,0,2,3,1,42%,4,10,2,9,2,0
2023-02-20 2:00,맨시티,2,3,73,13,4%,10,10,1,5,0,0,토트넘,3,2,6,5,27%,0,6,3,7,3,0
2023-02-20 23:00,리즈,2,4,12,6,56%,3,21,4,13,6,0,맨유,4,2,11,9,44%,3,17,2,19,3,0
2023-02-21 1:30,울버햄튼,2,1,7,3,35%,7,11,2,12,4,0,레스터,1,2,13,7,65%,10,14,2,9,4,0
2023-02-24 4:30,번리,1,0,6,2,36%,3,10,3,8,0,0,토트넘,0,1,6,2,64%,7,11,2,8,0,0
2023-02-24 4:30,왓포드,1,4,5,1,46%,6,10,2,12,2,0,팰리스,4,1,7,5,54%,4,14,1,9,1,0
2023-02-24 4:45,리버풀,6,0,19,13,64%,4,17,1,5,0,0,리즈,0,6,4,3,36%,0,6,6,11,3,0
2023-02-25 4:45,아스널,2,1,16,7,55%,5,11,2,8,1,0,울버햄튼,1,2,6,1,45%,4,10,2,9,1,0
2023-02-26 5:00,사우샘스턴,2,0,18,10,58%,13,10,2,12,1,0,노리치,0,2,4,1,42%,6,14,1,9,2,0
2023-02-26 21:30,리즈,0,4,9,3,49%,3,14,0,16,4,0,토트넘,4,0,12,10,51%,6,16,3,11,2,0
2023-02-27 0:00,브렌트포드,0,2,3,1,36%,6,7,0,9,3,1,뉴캐슬,0,2,17,11,64%,6,9,0,7,1,0
2023-02-27 0:00,팰리스,1,1,7,4,56%,5,19,0,5,0,0,번리,1,1,2,1,44%,4,5,2,17,2,0
2023-02-27 0:00,맨유,0,0,17,5,68%,4,9,2,2,0,0,왓포드,0,0,6,2,32%,3,4,2,7,0,0
2023-02-27 0:30,브라이튼,0,2,5,1,59%,7,11,0,17,4,0,아스톤 빌라,2,0,7,4,41%,2,17,0,11,5,0
2023-02-27 2:30,에버턴,0,1,4,1,22%,3,16,4,7,3,0,맨시티,1,0,10,8,78%,4,11,2,14,2,0
2023-02-27 23:00,웨스트햄,1,0,12,4,42%,3,3,2,8,1,0,울버햄튼,0,1,5,1,58%,5,10,1,2,0,0
2023-03-02 4:45,번리,0,2,5,1,43%,6,16,4,10,1,0,레스터,2,0,8,5,57%,8,14,3,13,1,0
2023-03-05 21:30,레스터 ,1,0,4,4,53%,5,12,2,9,1,0,리즈,0,1,12,4,47%,10,11,0,12,2,0
2023-03-06 0:00,아스톤 빌라,4,0,13,9,39%,4,9,0,10,1,0,사우샘프턴,0,4,8,1,61%,7,10,1,8,1,0
2023-03-06 0:00,번리,0,4,2,0,22%,5,8,1,12,2,0,첼시,4,0,6,5,78%,2,13,1,7,0,0
2023-03-06 0:00,뉴캐슬,2,1,5,3,33%,4,14,0,8,1,0,브라이튼,1,2,6,2,67%,7,8,4,10,1,0
2023-03-06 0:00,노리치,1,3,10,7,60%,5,23,1,13,2,0,브렌트포드,3,1,8,6,40%,5,14,3,18,5,0
2023-03-06 0:00,울버햄튼,0,2,8,5,63%,7,16,1,13,0,0,팰리스,2,0,8,7,37%,7,14,8,8,3,0
2023-03-06 2:30,리버풀,1,0,13,5,69%,4,11,1,7,2,0,웨스트햄,0,1,7,4,31%,6,8,4,7,1,0
2023-03-06 23:00,왓포드,2,3,10,7,37%,1,11,2,5,1,0,아스널,3,2,13,4,63%,5,7,0,11,2,0
2023-03-07 1:30,맨시티,4,1,14,9,77%,9,15,0,10,0,0,맨유,1,4,3,2,23%,3,10,1,14,1,0
2023-03-08 5:00,토토넘,5,0,11,7,55%,5,11,0,15,2,0,에버턴,0,5,2,0,45%,2,15,1,10,0,0
2023-03-11 4:30,노리치,1,3,3,3,33%,3,16,2,8,0,0,첼시,3,1,9,5,67%,8,10,1,15,2,0
2023-03-11 4:30,울버햄튼,4,0,6,4,66%,5,14,1,11,2,0,왓포드,0,4,4,0,34%,2,12,4,10,2,0
2023-03-11 4:30,사우샘프턴,1,2,10,7,60%,12,8,1,6,1,0,뉴캐슬,2,1,4,3,40%,5,7,1,7,1,0
2023-03-11 4:45,리즈,0,3,3,1,55%,3,16,3,17,5,0,아스톤 빌라,3,0,11,9,45%,5,20,5,11,3,0
2023-03-12 21:30,브라이튼,0,2,6,2,51%,7,16,1,12,3,0,리버풀,2,0,14,8,49%,5,13,1,15,1,0
2023-03-13 0:00,브렌트포드,2,0,4,3,54%,2,14,4,6,1,0,번리,0,2,6,2,46%,9,10,4,10,1,1
2023-03-13 2:30,맨유,3,2,8,6,42%,4,9,0,8,2,0,토트넘,2,3,5,3,58%,5,8,2,7,1,0
2023-03-13 23:00,첼시,1,0,6,3,72%,7,22,3,17,4,0,뉴캐슬,0,1,8,3,28%,2,20,6,16,3,0
2023-03-13 23:00,에버턴,0,1,7,1,38%,5,11,6,12,3,1,울버햄튼,1,0,7,3,62%,2,18,0,11,1,0
2023-03-13 23:00,리즈,2,1,8,4,52%,6,10,2,16,3,0,노리치,2,1,4,2,48%,2,18,3,7,1,0
2023-03-13 23:00,사우샘프턴,1,2,7,2,62%,11,12,0,9,3,0,왓포드,2,1,9,5,38%,3,9,0,12,2,0
2023-03-13 23:00,웨스트햄,2,1,10,4,48%,5,3,0,9,1,0,아스톤 빌라,1,2,8,6,52%,7,9,0,3,0,0
2023-03-14 1:30,아스널,2,1,11,7,4%,82,9,2,8,0,0,레스터,0,2,4,3,52%,6,10,0,9,3,0
2023-03-15 5:00,팰리스,0,0,7,1,23%,2,14,2,6,3,0,맨시티,0,0,10,6,77%,6,8,3,11,1,0
2023-03-17 4:30,브라이튼,0,2,4,0,48%,6,10,3,11,2,0,토트넘,2,0,12,6,52%,3,14,1,9,2,0
2023-03-17 5:15,아스널,0,2,5,2,47%,1,11,4,9,0,0,리버풀,2,0,5,3,53%,6,13,2,9,1,0
2023-03-18 4:45,에버턴,1,0,5,3,38%,5,12,1,13,2,1,뉴캐슬,0,1,10,3,62%,7,14,1,11,1,0
2023-03-19 5:00,울버햄튼,2,3,12,8,48%,2,17,1,13,2,1,리즈,3,2,12,5,52%,5,14,3,14,5,0
2023-03-19 21:30,아스톤 빌라,0,1,7,1,45%,6,15,1,14,3,0,아스널,1,0,6,4,55%,55,15,1,14,3,0
2023-03-20 23:00,레스터 ,2,1,7,3,57%,2,11,2,13,1,0,브렌트포드,2,1,6,3,43%,5,15,3,8,2,0
2023-03-21 1:30,토트넘,3,1,11,5,52%,5,7,1,7,0,0,웨스트햄,1,3,5,1,48%,3,8,0,7,1,0
2023-04-02 20:30,리버풀,2,0,12,3,70%,9,11,1,9,1,0,왓포드,0,2,4,2,30%,3,10,3,8,1,0
2023-04-02 23:00,브라이튼,0,0,14,3,61%,11,12,1,12,1,0,노리치,0,0,4,0,39%,2,13,1,11,1,0
2023-04-02 23:00,번리,0,2,2,1,22%,1,6,5,11,1,0,맨시티,2,0,16,6,78%,8,16,0,6,0,0
2023-04-02 23:00,첼시,1,4,13,6,72%,12,7,0,11,0,0,브렌트포드,4,1,10,6,28%,7,11,0,7,0,0
2023-04-02 23:00,리즈,1,1,7,3,56%,4,7,0,14,2,0,사우샘프턴,1,1,8,5,44%,7,14,0,7,1,0
2023-04-02 23:00,울버햄튼,2,1,8,4,49%,4,9,1,15,4,0,아스톤 빌라,1,2,9,4,51%,9,16,1,8,3,0
2023-04-03 1:30,맨유,1,1,7,4,53%,6,7,4,13,2,0,레스터,1,1,9,3,47%,5,17,1,6,2,0
2023-04-03 22:00,웨스트햄,2,1,8,4,58%,2,13,1,9,1,0,에버턴,1,2,7,2,42%,4,10,1,12,2,1
2023-04-04 0:30,토트넘,5,1,15,6,66%,2,11,0,10,2,0,뉴캐슬,1,5,3,1,34%,3,10,4,7,3,0
2023-04-05 4:00,팰리스,3,0,5,5,32%,0,19,2,11,0,0,아스널,0,3,11,4,68%,2,13,4,15,2,0
2023-04-07 3:30,번리,3,2,8,4,48%,9,16,1,11,2,0,에버턴 ,2,3,9,4,52%,6,12,0,16,2,0
2023-04-09 4:00,뉴캐슬,1,0,7,4,43%,1,13,1,6,1,0,울버햄튼,0,1,4,2,57%,2,7,0,13,1,0
2023-04-09 20:30,에버턴,1,0,5,3,32%,5,11,1,4,2,0,맨유,0,1,5,4,68%,7,5,2,9,2,0
2023-04-09 23:00,아스널,1,2,10,4,64%,11,21,2,12,3,0,브라이튼,2,1,7,3,36%,2,14,2,19,4,0
2023-04-09 23:00,사우샘프턴,0,6,1,1,30%,2,11,0,11,1,0,첼시,6,0,18,11,70%,3,11,1,10,0,0
2023-04-09 23:00,왓포드,0,3,9,1,48%,3,13,3,8,2,0,리즈,3,0,9,5,52%,7,11,1,12,0,0
2023-04-10 1:30,아스톤 빌라,0,4,13,8,53%,9,16,1,12,2,0,토트넘,4,0,4,4,47%,3,13,2,14,3,0
2023-04-10 22:00,브렌트포드,2,0,10,7,47%,7,4,8,1,0,0,웨스트햄,0,2,4,1,53%,6,3,2,6,1,0
2023-04-10 22:00,레스터 ,2,1,6,3,54%,3,11,0,10,1,0,팰리스,1,2,4,2,46%,4,10,0,11,1,0
2023-04-10 22:00,노리치,2,0,11,6,45%,6,13,3,12,1,0,번리,0,2,11,3,55%,7,15,3,10,1,0
2023-04-11 0:30,맨시티,2,2,9,4,56%,4,13,5,9,1,0,리버풀,2,2,4,4,44%,1,14,2,11,4,0
2023-04-16 20:30,토트넘,0,1,3,0,49%,4,13,0,14,3,0,브라이튼,1,0,9,4,51%,4,15,3,10,3,0
2023-04-16 23:00,맨유,3,2,14,9,60%,6,5,3,7,0,0,노리치,2,3,10,4,40%,7,10,0,5,0,0
2023-04-16 23:00,사우샘프턴,1,0,6,3,24%,6,6,2,6,2,0,아스널,0,1,18,5,76%,8,8,0,6,1,0
2023-04-16 23:00,왓포드,1,2,11,4,51%,6,10,0,11,2,0,브렌트포드,2,1,10,5,49%,8,11,0,10,1,0
2023-04-17 22:15,뉴캐슬,2,1,14,6,32%,3,10,1,10,2,0,레스터,1,2,4,2,68%,5,11,0,10,2,0
2023-04-17 22:15,웨스트햄,1,1,15,6,62%,13,11,1,9,2,0,번리,1,1,6,1,38%,4,10,1,10,2,0
2023-04-20 4:00,리버풀,4,0,7,5,72%,9,8,3,3,1,0,맨유,0,4,4,3,28%,2,6,2,6,2,0
2023-04-21 3:45,에버턴,1,1,12,3,37%,5,18,0,8,3,0,레스터,1,1,4,3,63%,4,8,1,17,1,0
2023-04-21 3:45,첼시,2,4,7,2,69%,6,10,1,7,3,0,아스널,4,2,11,5,31%,1,8,4,6,1,0
2023-04-21 3:45,뉴캐슬,1,0,6,5,41%,2,15,2,12,1,0,팰리스,0,1,8,2,59%,5,14,3,12,1,0
2023-04-21 4:00,맨시티,3,0,9,5,65%,7,9,1,12,0,0,브라이튼,0,3,2,1,35%,4,13,2,7,3,0
2023-04-22 3:45,번리,2,0,10,6,44%,10,9,3,7,2,0,사우샘프턴,0,2,7,3,56%,10,10,2,7,2,0
2023-04-23 20:30,아스널,3,1,12,7,57%,1,14,2,9,3,0,맨유,1,3,10,4,43%,7,11,2,12,4,0
2023-04-23 23:00,레스터 ,0,0,5,3,64%,7,17,0,15,3,0,아스톤 빌라,0,0,6,3,36%,6,15,1,16,2,0
2023-04-23 23:00,맨시티,5,1,14,9,74%,11,9,0,9,1,0,왓포드,1,5,4,2,26%,4,9,2,7,0,0
2023-04-23 23:00,노리치,2,0,5,2,44%,2,10,1,11,0,0,뉴캐슬,3,0,11,7,56%,3,12,0,10,2,0
2023-04-24 1:30,브렌트포드,0,0,5,2,44%,12,8,1,8,2,0,토트넘,0,0,3,0,56%,8,9,1,7,1,0
2023-04-24 22:00,브라이튼,2,2,4,4,48%,6,10,2,12,1,0,사우샘프턴,2,2,11,5,52%,6,14,3,7,0,0
2023-04-24 22:00,번리,1,0,8,5,37%,3,9,5,8,3,0,울버햄튼,0,1,5,4,63%,6,13,2,7,1,0
2023-04-24 22:00,첼시,1,0,13,4,67%,3,10,2,11,1,0,웨스트햄,0,1,3,2,33%,1,13,2,8,0,1
2023-04-25 0:30,리버풀,2,0,11,4,85%,13,8,1,8,2,0,에버턴,0,2,5,1,15%,1,9,0,8,5,0
2023-04-26 4:00,팰리스,0,0,13,7,53%,6,13,1,12,2,0,리즈,0,0,6,2,47%,3,13,0,13,2,0
2023-04-29 3:45,맨유,1,1,4,3,34%,2,15,2,9,0,0,첼시,1,1,13,6,66%,9,11,3,12,1,0
2023-04-30 20:30,뉴캐슬,0,1,3,2,34%,0,12,9,11,1,0,리버풀,1,0,19,10,66%,6,20,1,11,3,0
2023-04-30 23:00,아스톤 빌라,2,0,12,3,53%,2,8,3,16,4,0,노리치,0,2,8,3,47%,3,19,0,8,1,0
2023-04-30 23:00,사우샘프턴,1,2,6,3,39%,9,14,0,13,1,0,팰리스,2,1,9,5,61%,7,13,4,10,3,0
2023-04-30 23:00,왓포드,1,2,9,2,47%,5,9,1,13,1,0,번리,2,1,10,5,53%,6,14,0,9,2,0
2023-04-30 23:00,울버햄튼,0,3,5,1,48%,7,4,1,3,2,0,브라이튼,3,0,12,9,52%,3,4,1,3,1,0
2023-05-01 1:30,리즈,0,4,2,1,41%,3,4,3,13,1,0,맨시티,4,0,10,6,59%,6,16,1,3,2,0
2023-05-01 22:00,에버턴,1,0,7,3,22%,3,14,0,9,3,0,첼시,0,1,8,4,78%,8,9,2,12,5,0
2023-05-01 22:00,토트넘,3,1,10,7,39%,6,8,2,13,2,0,레스터,1,3,6,1,61%,3,15,0,8,3,0
2023-05-02 0:30,웨스트햄,1,2,4,3,56%,3,9,1,8,2,0,아스널,2,1,10,6,44%,7,9,0,9,2,0
2023-05-03 4:00,맨유,3,0,8,5,64%,3,8,3,4,1,0,브렌트포드,0,3,9,3,36%,8,7,2,6,0,0
2023-05-07 23:00,브렌트포드,3,0,13,5,37%,4,11,0,12,0,0,사우샘프턴,0,3,9,4,63%,7,12,2,9,1,0
2023-05-07 23:00,번리,1,3,12,6,52%,4,13,1,13,1,0,아스톤 빌라,3,1,10,8,48%,5,14,2,11,2,0
2023-05-07 23:00,첼시,2,2,13,7,59%,9,12,2,7,1,0,울버햄튼,2,2,11,4,41%,3,9,1,11,3,0
2023-05-07 23:00,팰리스,1,0,11,6,69%,8,18,2,11,2,0,왓포드,0,1,1,1,31%,5,13,0,18,2,1
2023-05-08 1:30,브라이튼,4,0,10,5,56%,7,12,3,13,0,0,맨유,0,4,10,5,44%,6,16,3,9,2,0
2023-05-08 3:45,리버풀,1,1,9,3,67%,11,8,0,12,3,0,토트넘,1,1,5,3,33%,5,12,0,8,2,0
2023-05-08 22:00,아스널,2,1,12,8,68%,8,15,1,13,2,0,리즈,1,2,2,2,32%,2,14,0,15,2,1
2023-05-08 22:00,레스터 ,1,2,12,8,66%,6,6,2,11,3,0,에버턴,2,1,5,3,34%,1,13,0,6,0,0
2023-05-08 22:00,노리치,0,4,4,2,40%,9,10,2,7,1,0,웨스트햄,4,0,7,5,60%,5,9,3,7,1,0
2023-05-09 0:30,맨시티,5,0,15,9,71%,8,15,1,6,1,0,뉴캐슬,0,5,7,3,29%,2,7,4,11,3,0
2023-05-11 4:00,아스톤 빌라,1,2,8,3,38%,2,14,3,10,0,0,리버풀,2,1,9,4,62%,3,13,2,12,0,0
2023-05-12 3:30,리즈,0,3,3,0,32%,1,17,0,10,1,1,첼시,3,0,13,4,68%,4,10,3,14,0,0
2023-05-12 3:45,왓포드,0,0,3,0,49%,1,13,1,5,1,0,에버턴,0,0,7,4,51%,13,6,1,12,2,0
2023-05-12 3:45,레스터 ,3,0,14,9,66%,10,5,1,10,0,0,노리치,0,3,6,4,34%,2,11,0,5,0,0
2023-05-12 4:15,울버햄튼,1,5,4,3,33%,6,14,2,2,0,0,맨시티,5,1,14,5,67%,2,4,3,11,1,0
2023-05-13 3:45,토트넘,3,0,9,5,66%,2,14,1,8,1,0,아스널,0,3,6,4,34%,2,9,0,14,4,1
2023-05-15 20:00,토트넘,1,0,14,7,67%,8,10,1,12,3,0,번리,0,1,7,1,33%,2,13,2,8,2,0
2023-05-15 22:00,아스톤 빌라,1,1,8,3,52%,1,15,1,11,1,0,팰리스,1,1,6,4,48%,5,12,0,15,3,0
2023-05-15 22:00,리즈,1,1,11,4,56%,8,9,1,16,3,0,브라이튼,1,1,11,6,44%,1,17,1,8,2,0
2023-05-15 22:00,왓포드,1,5,10,5,34%,7,8,3,5,0,0,레스터,5,1,12,6,66%,3,8,2,6,1,0
2023-05-15 22:00,웨스트햄,2,2,5,2,23%,4,5,1,9,3,0,맨시티,2,2,14,5,77%,9,10,0,5,1,0
2023-05-15 22:00,울버햄튼,1,1,11,4,64%,5,10,0,5,0,0,노리치,1,1,11,2,36%,3,5,0,10,3,0
2023-05-16 0:30,에버턴,2,3,9,5,28%,5,7,2,8,0,2,브렌트포드,3,2,14,7,72%,2,10,1,6,3,0
2023-05-17 4:00,뉴캐슬,2,0,10,4,54%,12,9,6,11,0,0,아스널,0,2,4,2,46%,8,17,1,8,3,0
2023-05-18 3:45,사우샘프턴,1,2,3,3,25%,1,8,0,6,2,0,리버풀,2,1,14,6,75%,9,6,2,6,0,0
2023-05-20 3:45,에버턴,3,2,10,7,43%,4,16,0,9,2,0,팰리스,2,3,7,5,57%,5,9,3,13,3,0
2023-05-20 4:00,첼시,1,1,11,7,69%,6,8,1,12,4,0,레스터,1,1,2,1,31%,0,13,1,7,1,0
2023-05-20 4:00,아스톤 빌라,1,1,16,9,71%,13,20,1,10,0,0,번리,1,1,4,4,29%,6,11,0,20,1,1
2023-05-23 0:00,아스널,5,1,17,9,74%,12,9,2,8,0,0,에버턴,1,5,5,2,26%,2,10,0,9,1,0
2023-05-23 0:00,브렌트포드,1,2,12,5,51%,3,16,0,11,3,1,리즈,2,1,12,6,49%,2,12,3,13,1,0
2023-05-23 0:00,브라이튼,3,1,13,6,49%,5,9,0,9,1,0,웨스트햄 ,1,3,2,2,51%,6,9,0,9,1,0
2023-05-23 0:00,번리,1,2,8,5,39%,8,9,5,8,1,0,뉴캐슬,2,1,7,5,61%,2,13,0,9,0,0
2023-05-23 0:00,첼시,2,1,13,8,60%,3,11,0,7,0,0,왓포드,1,2,4,3,40%,3,7,2,9,0,0
2023-05-23 0:00,팰리스,1,0,7,3,38%,3,26,2,12,2,0,맨유,0,1,6,4,62%,6,14,4,22,4,0
2023-05-23 0:00,레스터 ,4,1,9,5,54%,3,8,1,10,0,0,사우샘프턴,1,4,5,2,46%,3,11,3,5,1,0
2023-05-23 0:00,리버풀,3,1,14,8,60%,5,4,3,6,1,0,울버햄튼,1,3,7,5,40%,3,9,1,3,0,0
2023-05-23 0:00,맨시티,3,2,12,4,71%,13,13,1,5,0,0,아스톤 빌라,2,3,4,2,29%,1,6,2,11,2,0
2023-05-23 0:00,노리치,0,5,5,0,41%,3,9,0,13,3,0,토트넘,5,0,13,11,59%,2,13,3,6,1,0
